#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-23T20:37:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d376ff99188	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/423/2966&tab:{J/MNRAS/423/2966/stars}&key:source=J/MNRAS/423/2966&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/423/2966/stars
#-order=I
#-out=[IHA2007]
#-out=RAJ2000
#-out=DEJ2000
#-out=Per
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=SNR
#-out=RV
#-out=l_vsini
#-out=vsini
#-out=Mm
#-out=logL
#-out=amp
#-out=tc
#-out=logR
#-out=W(Ca)1
#-out=W(Ca)2
#-out=logR'1
#-out=Mass
#-out=I07
#
#
#RESOURCE=yCat_74232966
#Name: J/MNRAS/423/2966
#Title: Low-mass stars spectroscopy in NGC 2516 (Jackson+, 2012)
#Table	J_MNRAS_423_2966_stars:
#Name: J/MNRAS/423/2966/stars
#Title: Velocity data, chromospheric activity indices  and related data for targets in NGC 2516
#Column	[IHA2007]	(A8)	Identification number, N-N-NNNN, <[IHA2007] 2516-N-N-NNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F6.3)	? Modulation period	[ucd=time.period]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Icmag	(F5.2)	Cousins C magnitude	[ucd=phot.mag;em.opt.I]
#Column	Kmag	(F5.2)	? CIT K magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	SNR	(I2)	Signal-to-noise ratio	[ucd=stat.snr]
#Column	RV	(F6.2)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	l_vsini	(A1)	Limit flag on vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	vsini	(F5.1)	Rotational velocity	[ucd=phys.veloc.rotat]
#Column	Mm	(A1)	[*] * for non-members	[ucd=meta.note]
#Column	logL	(F5.2)	Luminosity	[ucd=phys.luminosity]
#Column	amp	(F6.3)	? sine amplitude (light curve amplitude)	[ucd=src.var.amplitude]
#Column	tc	(I3)	Convective turn-over time {tau}_c_	[ucd=em.freq;src.var]
#Column	logR	(F5.2)	? Rossby number	[ucd=stat.param]
#Column	W(Ca)1	(F5.2)	Ca 8498{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	W(Ca)2	(F5.2)	Ca 8542{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	logR'1	(F5.2)	? Activity index from Ca8488	[ucd=stat.param]
#Column	Mass	(F5.2)	Mass	[ucd=phys.mass]
#Column	I07	(I3)	Display the data from Irwin et al., 2007, Cat. J/MNRAS/377/741 [NULL integer written as an empty string]	[ucd=meta.ref.url]
#[IHA2007]	RAJ2000	DEJ2000	Per	Vmag	Icmag	Kmag	SNR	RV	l_vsini	vsini	Mm	logL	amp	tc	logR	W(Ca)1	W(Ca)2	logR'1	Mass	I07
# 	"h:m:s"	"d:m:s"	d	mag	mag	mag	 	km/s	 	km/s	 	[Lsun]	mag	d	[-]	0.1nm	0.1nm	[-]	Msun	
#--------	-----------	------------	------	-----	-----	-----	--	------	-	-----	-	-----	------	---	-----	-----	-----	-----	-----	---
1-4-778 	07 56 42.61	-61 05 48.36	      	19.24	16.55	14.32	20	 26.23	<	  8.0	*	-1.63	      	 82	     	 0.13	 0.12	-5.02	 0.41	  0
1-4-891 	07 56 46.88	-60 59 25.30	 1.999	18.88	16.36	14.13	15	  1.10	<	  8.0	 	-1.57	 0.011	 77	-1.58	 0.41	 0.45	-4.52	 0.44	  1
1-4-917 	07 56 47.21	-61 01 23.55	      	18.69	16.27	14.07	21	  0.64	<	  8.0	 	-1.54	      	 74	     	 0.39	 0.48	-4.55	 0.45	  0
1-5-1156	07 59 28.03	-61 26 01.00	 0.895	19.48	16.76	14.35	13	  1.73	 	 23.4	 	-1.71	 0.009	 90	-2.00	 0.17	 0.07	-4.91	 0.38	  1
1-5-121 	07 58 52.91	-61 30 44.40	      	18.88	16.47	14.22	10	 24.24	 	 16.0	*	-1.63	      	 82	     	 0.00	-0.06	-6.65	 0.42	  0
1-5-1336	07 59 35.64	-61 26 30.50	      	19.40	16.73	14.36	15	 13.85	<	  8.0	*	-1.71	      	 90	     	-0.03	-0.08	     	 0.39	  0
1-5-176 	07 58 54.20	-61 30 33.74	      	16.92	15.16	13.19	24	 17.57	<	  8.0	*	-1.18	      	 49	     	 0.13	 0.09	-4.97	 0.61	  0
1-5-2025	08 00 02.88	-61 25 58.51	      	16.41	14.42	13.01	59	 26.94	<	  8.0	*	-0.83	      	 33	     	-0.06	-0.06	     	 0.71	  0
1-5-2081	08 00 04.93	-61 25 49.01	      	16.58	14.88	13.94	35	 52.84	<	  8.0	*	-1.06	      	 43	     	 0.01	 0.02	-6.04	 0.65	  0
1-5-230 	07 58 56.29	-61 31 12.50	 0.375	17.63	15.50	13.40	19	  2.69	 	 53.0	 	-1.25	 0.025	 53	-2.15	 0.55	 0.66	-4.38	 0.56	  1
1-5-2323	08 00 14.23	-61 27 10.50	 5.716	17.19	15.10	13.23	39	  1.32	<	  8.0	 	-1.10	 0.024	 45	-0.89	 0.45	 0.53	-4.47	 0.62	  1
1-5-2593	08 00 24.53	-61 25 53.96	      	20.73	17.57	14.81	 8	  9.20	 	 11.0	*	-1.97	      	121	     	 0.20	 0.36	-4.90	 0.26	  0
1-5-2756	08 00 31.01	-61 25 57.11	      	20.91	17.91	15.27	 7	  0.99	 	 21.0	 	-2.13	      	146	     	 0.26	 0.47	-4.77	 0.22	  0
1-5-283 	07 58 57.97	-61 32 39.40	 0.698	17.73	15.50	13.25	19	  3.16	 	 24.9	*	-1.25	 0.007	 53	-1.88	 0.67	 0.80	-4.30	 0.56	  1
1-5-2858	08 00 33.84	-61 25 58.40	      	17.36	15.21	13.28	36	 11.17	<	  8.0	*	-1.14	      	 47	     	 0.02	 0.00	-5.74	 0.60	  0
1-5-925 	07 59 19.07	-61 27 59.70	 1.314	19.19	16.58	14.49	 7	  1.98	 	 35.0	 	-1.65	 0.008	 85	-1.81	 0.22	 0.41	-4.80	 0.41	  1
1-6-1056	07 59 25.20	-61 23 10.37	      	20.51	17.63	14.96	 8	  1.77	 	 24.6	 	-2.03	      	131	     	 0.30	 0.10	-4.69	 0.25	  0
1-6-1146	07 59 27.62	-61 17 42.93	      	19.01	16.48	14.25	17	  8.21	<	  8.0	*	-1.62	      	 81	     	 0.03	 0.00	-5.69	 0.42	  0
1-6-1165	07 59 29.02	-61 22 14.85	      	20.08	17.13	14.68	 8	  0.66	 	 35.7	 	-1.82	      	103	     	 0.25	 0.18	-4.79	 0.32	  0
1-6-1250	07 59 32.09	-61 19 10.20	      	20.49	17.64	15.05	 7	 50.14	 	 47.9	*	-2.04	      	132	     	 0.28	 0.37	-4.71	 0.25	  0
1-6-1371	07 59 36.07	-61 21 06.80	 0.941	20.14	17.28	14.59	11	  1.82	 	 25.8	 	-1.90	 0.026	112	-2.07	 0.13	 0.16	-5.04	 0.30	  1
1-6-1450	07 59 38.51	-61 16 44.25	      	20.49	17.34	14.95	10	  0.82	 	 20.9	 	-1.88	      	109	     	 0.16	 0.11	-4.99	 0.29	  0
1-6-1655	07 59 44.93	-61 19 03.83	      	19.42	16.57	14.15	18	 14.41	<	  8.0	*	-1.62	      	 81	     	 0.06	 0.03	-5.37	 0.41	  0
1-6-1682	07 59 45.85	-61 17 55.63	      	17.66	15.43	13.31	34	  0.70	<	  8.0	 	-1.22	      	 51	     	 0.04	 0.08	-5.54	 0.57	  0
1-6-189 	07 58 55.13	-61 18 34.40	12.232	17.90	15.77	13.65	20	  0.63	<	  8.0	 	-1.36	 0.014	 60	-0.69	 0.26	 0.26	-4.71	 0.52	  1
1-6-215 	07 58 56.18	-61 23 16.22	      	18.17	15.80	13.64	20	  1.53	<	  8.0	 	-1.36	      	 60	     	 0.04	 0.01	-5.50	 0.52	  0
1-6-2353	08 00 09.53	-61 22 32.62	      	20.92	17.94	15.32	 6	  3.81	 	 25.7	 	-2.15	      	149	     	-0.04	 0.22	     	 0.22	  0
1-6-2526	08 00 15.08	-61 23 37.80	 2.315	16.30	14.46	12.42	58	  8.86	 	 36.4	*	-0.88	 0.024	 35	-1.17	 0.51	 0.61	-4.39	 0.70	  1
1-6-2689	08 00 20.46	-61 18 53.32	      	19.28	16.63	14.26	16	 39.77	<	  8.0	*	-1.67	      	 86	     	-0.01	-0.07	     	 0.40	  0
1-6-2837	08 00 24.76	-61 18 05.70	 8.698	17.39	15.30	13.32	32	  1.11	<	  8.0	 	-1.18	 0.012	 49	-0.75	 0.36	 0.46	-4.56	 0.59	  1
1-6-2926	08 00 27.50	-61 18 13.06	      	20.26	17.30	14.70	10	  2.66	 	 26.9	 	-1.89	      	111	     	 0.06	 0.14	-5.38	 0.30	  0
1-6-3083	08 00 32.04	-61 16 34.00	 0.488	20.82	17.82	14.96	 7	  2.00	 	 46.5	 	-2.10	 0.030	141	-2.46	 0.73	 0.59	-4.32	 0.23	  1
1-6-3124	08 00 33.56	-61 17 27.57	      	17.76	15.40	13.23	27	 24.47	 	 41.3	*	-1.20	      	 50	     	 0.08	 0.05	-5.25	 0.58	  0
1-6-3322	08 00 40.87	-61 17 48.34	      	16.33	14.54	12.56	52	 41.68	<	  8.0	*	-0.92	      	 36	     	 0.04	 0.03	-5.48	 0.69	  0
1-6-3339	08 00 42.16	-61 25 03.80	 0.499	20.53	17.57	14.99	 9	  0.39	 	 31.9	 	-2.00	 0.046	126	-2.40	 0.23	 0.18	-4.82	 0.26	  1
1-6-34  	07 58 49.60	-61 25 10.56	      	16.43	14.84	13.86	32	  2.71	<	  8.0	*	-1.04	      	 42	     	-0.03	-0.01	     	 0.65	  0
1-6-3404	08 00 44.81	-61 25 08.60	 1.467	18.29	15.92	13.67	23	  0.63	 	 16.8	 	-1.41	 0.019	 63	-1.64	 0.57	 0.59	-4.37	 0.50	  1
1-6-3423	08 00 45.00	-61 18 58.59	      	20.93	17.86	15.11	 6	  5.80	 	 14.6	*	-2.10	      	141	     	 0.12	 0.03	-5.10	 0.22	  0
1-6-3435	08 00 45.65	-61 23 51.90	 1.415	18.78	16.28	14.02	20	  0.23	 	 20.8	 	-1.54	 0.007	 74	-1.72	 0.69	 0.66	-4.30	 0.45	  1
1-6-3564	08 00 49.54	-61 21 43.60	 0.635	20.51	17.57	15.02	 7	  0.54	 	 32.6	 	-2.00	 0.011	126	-2.30	 0.23	 0.37	-4.81	 0.26	  1
1-6-3599	08 00 50.46	-61 20 53.83	      	16.64	14.84	12.90	45	 95.35	<	  8.0	*	-1.04	      	 42	     	 0.05	 0.03	-5.36	 0.65	  0
1-6-3648	08 00 52.40	-61 17 51.64	      	19.96	16.98	14.37	11	 13.24	<	  8.0	*	-1.76	      	 96	     	 0.04	-0.03	-5.60	 0.35	  0
1-6-4071	08 01 07.05	-61 25 04.30	 0.793	19.82	17.00	14.46	11	  0.30	 	 25.5	 	-1.79	 0.025	 99	-2.10	 0.14	 0.34	-5.03	 0.35	  1
1-6-41  	07 58 49.08	-61 18 12.50	      	16.29	14.48	13.38	41	 48.14	<	  8.0	*	-0.89	      	 35	     	-0.01	-0.01	     	 0.70	  0
1-6-4112	08 01 08.19	-61 23 29.50	 2.391	18.76	16.27	13.94	17	  1.02	<	  8.0	 	-1.53	 0.007	 74	-1.49	 0.49	 0.53	-4.44	 0.45	  1
1-6-4160	08 01 09.85	-61 23 51.70	 1.225	18.81	16.17	13.78	18	  0.59	 	 12.6	 	-1.48	 0.012	 69	-1.75	 0.32	 0.36	-4.64	 0.47	  1
1-6-59  	07 58 50.93	-61 24 48.82	      	20.52	17.68	15.19	 5	 13.91	<	  8.0	*	-2.06	      	135	     	 0.07	-0.06	-5.34	 0.25	  0
1-6-610 	07 59 09.96	-61 22 42.33	      	20.63	17.65	15.33	 7	  0.08	 	 37.4	 	-2.03	      	130	     	 0.55	 0.22	-4.44	 0.25	  0
1-6-612 	07 59 09.80	-61 18 45.92	      	20.86	17.97	14.83	 5	 16.88	 	 26.6	*	-2.17	      	153	     	 0.25	 0.07	-4.78	 0.21	  0
1-6-697 	07 59 12.88	-61 19 10.00	 2.223	18.27	15.92	13.53	16	  0.03	 	 13.6	 	-1.41	 0.011	 64	-1.46	 0.56	 0.61	-4.38	 0.50	  1
1-6-88  	07 58 51.35	-61 19 45.99	      	16.14	14.11	13.04	63	 34.90	<	  8.0	*	-0.70	      	 28	     	-0.04	-0.02	     	 0.75	  0
1-6-91  	07 58 52.18	-61 23 59.20	 2.237	18.89	16.36	14.05	17	  0.63	 	 11.4	 	-1.57	 0.018	 77	-1.53	 0.56	 0.66	-4.39	 0.44	  1
1-7-105 	07 58 50.90	-61 11 44.30	 0.762	18.22	15.78	13.45	26	  0.02	 	 16.6	 	-1.34	 0.005	 59	-1.89	 0.50	 0.58	-4.43	 0.52	  1
1-7-1184	07 59 24.05	-61 11 28.00	 0.581	20.51	17.49	14.60	 9	  0.68	 	 28.7	 	-1.96	 0.045	120	-2.31	 0.10	 0.32	-5.18	 0.27	  1
1-7-1246	07 59 26.54	-61 15 30.51	      	20.24	17.38	14.86	10	  0.93	 	 30.4	 	-1.94	      	117	     	 0.33	 0.38	-4.65	 0.29	  0
1-7-1315	07 59 27.53	-61 09 02.21	      	19.88	17.07	14.69	10	  0.85	 	 24.4	 	-1.82	      	102	     	 0.24	 0.40	-4.79	 0.33	  0
1-7-1678	07 59 40.72	-61 15 54.03	      	20.16	17.10	14.45	13	  0.93	 	 37.0	 	-1.80	      	100	     	 0.25	 0.28	-4.80	 0.33	  0
1-7-1773	07 59 41.78	-61 11 18.09	      	16.18	14.49	12.56	53	  8.96	<	  8.0	*	-0.91	      	 36	     	 0.12	 0.13	-5.01	 0.70	  0
1-7-1862	07 59 45.39	-61 11 06.40	 1.415	18.79	16.27	13.88	13	  0.93	 	 10.2	 	-1.53	 0.010	 73	-1.72	 0.56	 0.64	-4.39	 0.45	  1
1-7-1959	07 59 48.65	-61 11 50.35	      	20.47	17.38	14.84	 9	  2.46	 	 23.9	 	-1.90	      	113	     	 0.24	 0.26	-4.81	 0.29	  0
1-7-1986	07 59 49.49	-61 10 26.79	      	20.11	17.24	14.78	 9	  1.76	 	  8.9	 	-1.88	      	110	     	 0.31	 0.31	-4.68	 0.31	  0
1-7-2049	07 59 51.44	-61 08 01.60	 2.805	18.13	15.74	13.52	25	  0.19	 	 16.3	 	-1.33	 0.010	 58	-1.32	 0.49	 0.52	-4.44	 0.53	  1
1-7-2545	08 00 09.34	-61 13 28.40	 1.749	18.24	15.87	13.53	26	  1.35	 	  9.1	 	-1.38	 0.011	 62	-1.55	 0.50	 0.57	-4.43	 0.51	  1
1-7-2921	08 00 22.05	-61 13 58.20	 0.749	19.82	17.03	14.58	11	  0.94	 	 26.4	 	-1.81	 0.010	101	-2.13	 0.32	 0.29	-4.65	 0.34	  1
1-7-2945	08 00 22.90	-61 14 25.01	      	20.35	17.44	14.93	 8	  0.45	 	  9.3	 	-1.95	      	119	     	 0.26	 0.36	-4.75	 0.28	  0
1-7-3076	08 00 27.20	-61 09 30.10	 0.545	20.33	17.52	15.09	 5	  3.00	 	 24.7	 	-2.00	 0.022	126	-2.36	 0.10	 0.29	-5.16	 0.27	  1
1-7-3212	08 00 32.34	-61 13 14.10	 6.795	17.40	15.25	13.12	33	  1.02	 	 10.9	 	-1.15	 0.006	 48	-0.85	 0.35	 0.46	-4.57	 0.60	  1
1-7-3219	08 00 33.01	-61 15 10.70	 0.863	19.82	17.01	14.51	13	  0.90	 	 19.1	 	-1.80	 0.011	100	-2.06	 0.43	 0.35	-4.53	 0.34	  1
1-7-3292	08 00 35.55	-61 11 38.69	      	20.80	17.85	15.05	 5	  2.13	 	 16.8	 	-2.12	      	144	     	 0.06	 0.03	-5.43	 0.23	  0
1-7-3688	08 00 47.13	-61 11 49.60	 0.308	20.26	17.29	14.93	 7	  0.70	 	 29.1	 	-1.88	 0.021	110	-2.55	 0.45	 0.26	-4.53	 0.30	  1
1-7-3741	08 00 49.32	-61 12 15.70	 0.916	17.92	15.59	13.28	24	  1.42	 	 29.7	 	-1.28	 0.015	 55	-1.78	 0.66	 0.73	-4.31	 0.55	  1
1-7-3757	08 00 50.02	-61 13 54.45	      	16.44	14.34	12.38	48	 31.66	<	  8.0	*	-0.79	      	 31	     	 0.07	 0.03	-5.25	 0.72	  0
1-7-3787	08 00 50.94	-61 11 46.67	      	17.00	14.88	12.86	30	 22.28	<	  8.0	*	-1.01	      	 40	     	 0.05	 0.06	-5.40	 0.65	  0
1-7-3887	08 00 53.19	-61 07 18.50	 4.584	19.31	16.68	14.35	 7	  0.07	 	 10.9	 	-1.69	 0.013	 88	-1.28	 0.06	 0.18	-5.35	 0.39	  1
1-7-4606	08 01 18.72	-61 13 35.64	      	19.16	16.54	14.30	10	  0.59	 	 17.9	 	-1.64	      	 83	     	 0.42	 0.37	-4.52	 0.41	  0
1-7-533 	07 59 02.95	-61 08 32.82	      	19.99	17.26	12.96	 9	  0.55	 	 26.5	 	-1.91	      	113	     	 0.46	 0.29	-4.49	 0.30	  0
1-7-698 	07 59 08.19	-61 12 30.95	      	20.90	17.93	15.34	 6	  2.01	 	 21.1	 	-2.14	      	148	     	 1.73	 1.92	-3.94	 0.22	  0
1-7-907 	07 59 15.05	-61 11 26.53	      	20.14	17.16	14.67	12	  5.59	<	  8.0	*	-1.83	      	104	     	 0.05	 0.11	-5.46	 0.32	  0
1-8-1118	07 59 24.44	-61 00 18.17	      	15.71	14.20	12.20	53	  2.67	<	  8.0	*	-0.78	      	 31	     	 0.11	 0.15	-5.06	 0.74	  0
1-8-1232	07 59 28.77	-61 05 23.90	 1.184	20.28	17.39	15.21	 9	  0.39	 	 20.3	 	-1.94	 0.028	117	-1.99	 0.25	 0.27	-4.77	 0.28	  1
1-8-1419	07 59 33.96	-60 59 07.50	 1.465	19.02	16.48	14.09	17	  0.05	 	 17.2	 	-1.62	 0.015	 81	-1.74	 0.32	 0.40	-4.64	 0.42	  2
1-8-1620	07 59 40.66	-60 59 34.50	      	20.48	17.53	14.91	 7	  4.30	 	 41.7	 	-1.98	      	123	     	 0.34	 0.27	-4.64	 0.26	  0
1-8-1621	07 59 40.92	-61 01 26.57	      	18.42	15.86	13.73	21	 20.71	<	  8.0	*	-1.37	      	 61	     	 0.02	-0.04	-5.91	 0.51	  0
1-8-1630	07 59 41.26	-61 02 06.19	      	20.28	17.37	14.98	 9	 36.86	<	  8.0	*	-1.93	      	116	     	 0.09	-0.06	-5.22	 0.29	  0
1-8-175 	07 58 52.73	-61 02 02.10	 4.073	18.49	16.06	13.77	23	  1.45	 	 10.1	 	-1.46	 0.016	 67	-1.22	 0.56	 0.60	-4.38	 0.48	  1
1-8-1946	07 59 52.47	-61 02 00.90	 8.198	16.93	15.10	13.15	27	  0.52	<	  8.0	 	-1.14	 0.013	 47	-0.76	 0.32	 0.37	-4.58	 0.62	  1
1-8-1964	07 59 54.16	-61 06 17.70	 0.482	20.39	17.42	14.89	 8	  0.14	 	 30.3	 	-1.94	 0.017	117	-2.39	 0.26	 0.37	-4.76	 0.28	  1
1-8-1974	07 59 53.64	-61 00 41.70	 0.630	19.49	16.81	14.49	10	  0.92	 	 31.9	 	-1.74	 0.015	 93	-2.17	 0.36	 0.32	-4.59	 0.37	  1
1-8-2018	07 59 55.83	-61 02 49.90	 6.488	17.40	15.39	13.49	24	  0.45	<	  8.0	 	-1.22	 0.006	 51	-0.90	 0.23	 0.31	-4.76	 0.58	  1
1-8-2316	08 00 07.45	-60 59 51.12	      	20.34	17.55	15.13	 6	 18.09	<	  8.0	*	-2.01	      	128	     	-0.01	-0.16	     	 0.26	  0
1-8-2812	08 00 24.25	-61 00 15.74	      	17.01	15.01	13.02	20	 24.32	<	  8.0	*	-1.06	      	 43	     	 0.06	 0.06	-5.33	 0.63	  0
1-8-310 	07 58 57.72	-61 06 21.85	      	16.71	14.82	13.48	36	349.24	<	  8.0	*	-1.01	      	 40	     	 0.01	-0.04	-6.15	 0.66	  0
1-8-3126	08 00 37.02	-61 03 07.77	      	17.02	14.87	12.79	19	  0.31	 	 13.1	 	-1.00	      	 40	     	 0.57	 0.57	-4.37	 0.65	  0
1-8-3156	08 00 38.67	-61 06 24.51	      	18.87	16.29	14.10	11	  0.46	 	  9.9	 	-1.54	      	 74	     	 0.47	 0.49	-4.47	 0.45	  0
1-8-355 	07 58 58.97	-61 06 10.26	      	16.66	14.79	13.76	33	 23.51	<	  8.0	*	-1.00	      	 40	     	-0.05	-0.05	     	 0.66	  0
1-8-3644	08 00 44.50	-60 58 16.19	      	15.80	14.05	12.35	41	  0.05	<	  8.0	 	-0.74	      	 29	     	 0.48	 0.58	-4.40	 0.76	  0
1-8-3730	08 00 59.16	-61 06 24.30	 0.360	17.82	15.43	13.38	19	  3.60	 	 62.0	 	-1.21	 0.014	 51	-2.15	 0.47	 0.55	-4.46	 0.57	  1
1-8-39  	07 58 48.77	-60 58 50.50	      	19.08	16.52	14.38	15	  1.43	<	  8.0	 	-1.63	      	 83	     	 0.05	-0.02	-5.42	 0.42	  0
1-8-421 	07 59 00.77	-61 01 13.29	      	20.52	17.64	15.36	 7	  1.41	 	 32.1	 	-2.04	      	131	     	 0.18	 0.31	-4.91	 0.25	  0
1-8-441 	07 59 01.32	-61 02 09.70	      	19.13	16.56	14.44	17	  5.69	<	  8.0	*	-1.65	      	 84	     	 0.05	-0.04	-5.43	 0.41	  0
1-8-475 	07 59 03.06	-61 06 24.40	 5.065	17.89	15.69	13.51	24	  0.17	<	  8.0	 	-1.33	 0.011	 58	-1.06	 0.48	 0.51	-4.44	 0.54	  1
1-8-555 	07 59 05.79	-61 01 51.97	      	20.82	17.92	15.29	 6	 33.20	<	  8.0	*	-2.15	      	149	     	 0.25	-0.02	-4.78	 0.22	  0
1-8-587 	07 59 07.15	-61 05 03.90	 0.505	17.67	15.51	13.50	29	  2.13	 	 26.5	*	-1.26	 0.015	 54	-2.03	 0.41	 0.66	-4.51	 0.56	  1
1-8-617 	07 59 07.49	-61 00 30.20	      	17.85	15.69	13.24	23	  4.95	<	  8.0	*	-1.33	      	 58	     	 0.15	 0.13	-4.95	 0.54	  0
1-8-688 	07 59 10.34	-61 02 55.70	 5.229	17.03	15.10	13.20	35	  0.03	<	  8.0	 	-1.11	 0.004	 45	-0.94	 0.32	 0.32	-4.61	 0.62	  1
1-8-770 	07 59 13.31	-61 05 47.84	      	16.57	14.70	13.99	40	 71.17	<	  8.0	*	-0.97	      	 38	     	 0.04	 0.02	-5.55	 0.67	  0
1-8-862 	07 59 15.57	-60 59 17.30	 1.545	20.04	17.18	15.02	10	  0.61	 	 21.4	 	-1.86	 0.041	107	-1.84	 0.28	 0.33	-4.73	 0.32	  2
1-8-946 	07 59 19.29	-61 02 51.90	 1.142	20.03	17.18	14.71	11	  0.41	 	 19.0	 	-1.86	 0.015	107	-1.97	 0.29	 0.25	-4.71	 0.32	  1
2-1-1063	07 59 21.09	-60 50 52.74	      	19.32	16.33	13.84	19	  0.23	 	 30.2	 	-1.50	      	 71	     	 0.43	 0.49	-4.55	 0.45	  0
2-1-1237	07 59 26.93	-60 56 00.49	      	19.26	16.60	14.42	15	  0.29	 	  9.6	 	-1.66	      	 85	     	 0.20	 0.24	-4.85	 0.41	  0
2-1-1265	07 59 27.46	-60 51 39.10	 0.586	20.50	17.57	15.23	 7	  0.21	 	 28.1	 	-2.00	 0.015	126	-2.33	 0.21	 0.41	-4.86	 0.26	  1
2-1-144 	07 58 53.58	-60 54 24.20	 1.603	16.76	14.72	12.67	44	  0.80	 	 42.3	 	-0.95	 0.023	 37	-1.37	 0.57	 0.69	-4.36	 0.67	  1
2-1-1776	07 59 44.71	-60 58 30.30	 2.716	17.80	15.58	13.54	26	  0.87	<	  8.0	 	-1.28	 0.024	 55	-1.31	 0.55	 0.59	-4.38	 0.55	  1
2-1-1843	07 59 46.58	-60 51 21.30	 1.647	18.81	16.24	14.02	15	  1.01	 	  9.9	 	-1.52	 0.009	 72	-1.64	 0.38	 0.39	-4.56	 0.46	  1
2-1-2066	07 59 56.29	-60 57 27.62	      	19.64	16.85	14.65	11	 29.40	<	  8.0	*	-1.74	      	 93	     	 0.08	-0.06	-5.23	 0.37	  0
2-1-2166	07 59 59.62	-60 51 47.50	 0.321	20.80	17.77	15.72	 5	  7.07	 	 45.5	 	-2.07	 0.016	137	-2.63	 0.11	 0.30	-5.16	 0.23	  1
2-1-2213	08 00 01.44	-60 55 17.70	 1.025	19.95	17.10	14.77	 7	  1.44	<	  8.0	 	-1.83	 0.017	103	-2.00	 0.21	 0.46	-4.84	 0.33	  1
2-1-228 	07 58 55.49	-60 55 59.60	 1.051	17.40	15.31	13.26	27	  1.52	 	 26.6	 	-1.18	 0.025	 49	-1.67	 0.93	 1.03	-4.15	 0.59	  1
2-1-2573	08 00 13.25	-60 55 16.48	      	20.05	17.01	14.55	 9	  4.01	 	 43.3	 	-1.76	      	 96	     	 0.15	 0.28	-5.01	 0.34	  0
2-1-2586	08 00 13.07	-60 53 12.90	 1.300	16.45	14.53	12.49	33	 21.54	 	 23.1	*	-0.88	 0.008	 35	-1.43	 0.27	 0.27	-4.67	 0.69	  1
2-1-259 	07 58 56.58	-60 52 15.90	 0.959	17.51	15.29	13.24	32	  0.14	 	 28.7	 	-1.17	 0.022	 48	-1.70	 0.46	 0.56	-4.47	 0.59	  1
2-1-2681	08 00 15.95	-60 53 29.20	 1.904	19.59	16.85	14.62	 8	  0.09	 	 19.8	 	-1.74	 0.010	 94	-1.69	 0.25	 0.32	-4.75	 0.37	  1
2-1-2752	08 00 16.98	-60 51 12.45	      	19.68	17.06	14.87	 6	 38.10	<	  8.0	*	-1.84	      	105	     	 0.17	-0.16	-4.91	 0.34	  0
2-1-304 	07 58 58.18	-60 56 32.90	 7.835	16.57	14.90	13.06	37	  0.01	<	  8.0	 	-1.07	 0.008	 43	-0.74	 0.29	 0.41	-4.61	 0.65	  1
2-1-4131	08 01 05.46	-60 53 14.35	      	21.01	17.93	15.27	 5	  4.72	 	 12.7	*	-2.13	      	146	     	 0.61	 0.44	-4.41	 0.22	  0
2-1-4208	08 01 08.39	-60 54 13.20	 5.720	18.79	16.30	14.04	21	  0.42	<	  8.0	 	-1.55	 0.005	 75	-1.12	 0.33	 0.34	-4.61	 0.45	  1
2-1-4379	08 01 15.19	-60 56 11.10	 0.267	18.80	16.27	14.03	17	  2.00	 	 57.9	 	-1.53	 0.007	 73	-2.44	 0.35	 0.48	-4.59	 0.45	  1
2-1-641 	07 59 08.80	-60 57 02.70	 6.575	17.30	15.25	13.27	31	  0.47	<	  8.0	 	-1.16	 0.013	 48	-0.86	 0.36	 0.46	-4.57	 0.60	  1
2-1-683 	07 59 09.59	-60 50 51.50	 0.761	17.57	15.36	13.35	30	  0.71	 	 28.1	 	-1.19	 0.031	 50	-1.82	 0.52	 0.57	-4.41	 0.58	  1
2-1-833 	07 59 14.87	-60 57 31.43	      	17.75	15.54	13.46	24	  1.72	<	  8.0	*	-1.27	      	 54	     	 0.18	 0.17	-4.88	 0.56	  0
